id	date	name	location	distance	category	race_type	created_at	race_website	verified	series
273	2022-08-06	E-Piim 19. Kullamaa Rattamaraton	Kullamaa	70	C	MTB	2025-04-23 06:02:34.536471	https://estoniancup.ee		Estonian Cup
197	2022-08-13	Filter Temposari VI etapp	Viimsi	13.92	C	TT	2025-04-17 04:14:19.429611	https://www.aerobike.ee		Filter Temposari
213	2022-08-17	Transtar Temposari V etapp	Tõravere	21	C	TT	2025-04-17 09:20:27.134366			Transtar Temposari
274	2022-08-20	23. Jõulumäe Rattamaraton	Jõulumäe	60	C	MTB	2025-04-23 06:02:34.536471	https://estoniancup.ee		Estonian Cup
42	2022-08-20	Kose 7 Järve Rattamaraton 2022	Kose	48	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
43	2022-09-03	25. Tallinna Rattamaraton	Aegviidu	47	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
275	2022-09-10	Ramudden 8. Valgehobusemäe Rattamaraton	Valgehobusemäe	60.6	C	MTB	2025-04-23 06:02:34.536471	https://estoniancup.ee		Estonian Cup
34	2022-09-18	25. Tartu Rattamaraton	Otepää	89	B	MTB	2025-01-29 12:53:02.712682	https://tartumaraton.ee/		
276	2022-12-31	Estonian Cup Marathon Series GC 2022	Estonia		B	GC	2025-04-23 06:08:27.809818	https://estoniancup.ee		Estonian Cup
129	2022-12-31	Bosch MTB Marathon Series GC 2022	Estonia		B	GC	2025-02-03 15:01:15.826176	https://www.rattamaratonid.ee/		Bosch
214	2023-04-19	Transtar Temposari I etapp	Tõravere	21	C	TT	2025-04-17 09:20:27.134366			Transtar Temposari
198	2023-04-26	Filter Temposari I etapp	Saku	12.2	C	TT	2025-04-17 05:26:23.975059			Filter Temposari
215	2023-05-03	Transtar Temposari II etapp	Rahinge	24	C	TT	2025-04-17 09:20:27.134366			Transtar Temposari
44	2023-05-07	23. Mulgi Rattamaraton	Viljandi	53	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
199	2023-05-10	Filter Temposari II etapp	Kiili	25.12	C	TTP	2025-04-17 05:26:23.975059			Filter Temposari
279	2023-05-13	6. Kõlleste Rattamaraton	Kõlleste	70	C	MTB	2025-04-24 05:26:31.59869	https://estoniancup.ee	t	Estonian Cup
45	2023-05-20	25. Rõuge Rattamaraton	Rõuge	47	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
200	2023-05-24	Filter Temposari III etapp	Viimsi	13.92	C	TT	2025-04-17 05:26:23.975059			Filter Temposari
1	2023-05-28	42. Tartu Rattaralli	Tartu	128	B	Road Race	2025-01-27 17:36:17.832495	https://tartumaraton.ee/et/tulemused?sf=&sd=ASC&version=20230824_103235_13&lang_id=1&results_competition_id=1870&action=&year=2023&competition_id=1771&distance_id=453&name=&team=&gender_id=gender_id&country_id=country_id&class_id=#rows		
216	2023-05-31	Transtar Temposari III etapp	Kavastu	40.2	C	TT	2025-04-17 09:20:27.134366			Transtar Temposari
46	2023-06-03	9. Alutaguse Rattamaraton	Alutaguse	48	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
201	2023-06-07	Filter Temposari IV etapp	Ääsmäe	30.2	C	TTT	2025-04-17 05:26:23.975059			Filter Temposari
280	2023-06-10	Hepa 21. Raplamaa Rattamaraton	Raplamaa	64	C	MTB	2025-04-24 05:26:31.59869	https://estoniancup.ee	t	Estonian Cup
202	2023-06-14	Filter Temposari V etapp	Padise	20.35	C	TT	2025-04-17 05:26:23.975059			Filter Temposari
60	2023-06-20	Eesti Meistrivõistlused 2023 - Mehed - Viljandi	Viljandi, Estonia	36.5	A	TT	2025-01-31 13:15:38.705455	https://www.ejl.ee/		Estonian Championships
61	2023-06-20	Eesti Meistrivõistlused 2023 - Naised - Viljandi	Viljandi, Estonia	18.5	A	TT	2025-01-31 13:15:38.705455	https://www.ejl.ee/		Estonian Championships
68	2023-06-25	Eesti Meistrivõistlused 2023 - Naised	Alytus, Lithuania	106.4	A	Road Race	2025-01-31 14:03:25.107628	https://www.ejl.ee/		Estonian Championships
65	2023-06-25	Eesti Meistrivõistlused 2023 - Mehed	Alytus, Lithuania	162.8	A	Road Race	2025-01-31 14:03:25.105928	https://www.ejl.ee/		Estonian Championships
47	2023-07-09	21. Rakvere Rattamaraton - Eesti MV	Rakvere	66	B	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
281	2023-07-29	Rand&Tuulberg 23. Elva Rattamaraton	Elva	70	C	MTB	2025-04-24 05:26:31.59869	https://estoniancup.ee	t	Estonian Cup
48	2023-07-30	23. Rakke Rattamaraton	Rakke	48	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
217	2023-08-02	Transtar Temposari IV etapp	Vorbuse	23.2	C	TT	2025-04-17 09:20:27.134366			Transtar Temposari
282	2023-08-12	Solar Wheel 1. Valga/Valka Rattamaraton	Valga	127	C	MTB	2025-04-24 05:26:31.59869	https://estoniancup.ee	t	Estonian Cup
218	2023-08-16	Transtar Temposari V etapp	Tõravere	21	C	TT	2025-04-17 09:20:27.134366			Transtar Temposari
49	2023-08-19	Kose 7 Järve Rattamaraton 2023	Kose	66	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
283	2023-08-26	Segafredo 24. Jõulumäe Rattamaraton	Jõulumäe	60	C	MTB	2025-04-24 05:26:31.59869	https://estoniancup.ee	t	Estonian Cup
50	2023-09-02	26. Tallinna Rattamaraton	Aegviidu	47	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
284	2023-09-09	Ramudden 9. Valgehobusemäe Rattamaraton	Valgehobusemäe	60.6	C	MTB	2025-04-24 05:26:31.59869	https://estoniancup.ee	t	Estonian Cup
35	2023-09-17	26. Tartu Rattamaraton	Otepää	86	B	MTB	2025-01-29 12:53:02.712682	https://tartumaraton.ee/		
130	2023-12-31	Bosch MTB Marathon Series GC 2023	Estonia		B	GC	2025-02-03 15:01:15.826176	https://www.rattamaratonid.ee/		Bosch
277	2023-12-31	Estonian Cup Marathon Series GC 2023	Estonia		B	GC	2025-04-23 06:08:27.809818	https://estoniancup.ee		Estonian Cup
219	2024-04-17	Transtar Temposari I etapp	Tõravere	21	C	TT	2025-04-17 09:20:27.134366			Transtar Temposari
220	2024-04-24	Transtar Temposari II etapp	Luke	18.3	C	TT	2025-04-17 09:20:27.134366			Transtar Temposari
285	2024-05-04	VELOPLUS 22. Raplamaa Rattamaraton	Raplamaa	65	C	MTB	2025-04-24 05:26:31.610171	https://estoniancup.ee	t	Estonian Cup
51	2024-05-05	24. Mulgi Rattamaraton	Viljandi	69	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
203	2024-05-08	Filter Temposari I etapp	Saku	11.72	C	TT	2025-04-17 08:01:09.683194			Filter Temposari
52	2024-05-19	26. Rõuge Rattamaraton	Rõuge	48	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
204	2024-05-22	Filter Temposari II etapp	Kiili	25.12	C	TTP	2025-04-17 08:01:09.683194			Filter Temposari
3	2024-05-26	43. Tartu Rattaralli	Tartu	126	B	Road Race	2025-01-27 18:37:16.935514	https://tartumaraton.ee/		
221	2024-05-29	Transtar Temposari III etapp	Kavastu	40.2	C	TT	2025-04-17 09:20:27.134366			Transtar Temposari
53	2024-06-01	10. Alutaguse Rattamaraton	Alutaguse	47	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
205	2024-06-05	Filter Temposari III etapp	Kose	20.16	C	TT	2025-04-17 08:01:09.683194			Filter Temposari
286	2024-06-08	Solar Wheel 2. Valga/Valka Rattamaraton	Valga	130	C	MTB	2025-04-24 05:26:31.610171	https://estoniancup.ee	t	Estonian Cup
206	2024-06-12	Filter Temposari IV etapp	Viimsi	13.92	C	TT	2025-04-17 08:01:09.683194			Filter Temposari
63	2024-06-18	Eesti Meistrivõistlused 2024 - Naised - Varbuse	Varbuse, Estonia	19.4	A	TT	2025-01-31 13:15:38.705794	https://www.ejl.ee/		Estonian Championships
62	2024-06-18	Eesti Meistrivõistlused 2024 - Mehed - Varbuse	Varbuse, Estonia	29.8	A	TT	2025-01-31 13:15:38.705794	https://www.ejl.ee/		Estonian Championships
67	2024-06-21	Eesti Meistrivõistlused 2024 - Naised	Võru, Estonia	113	A	Road Race	2025-01-31 14:03:25.107321	https://www.ejl.ee/		Estonian Championships
64	2024-06-22	Eesti Meistrivõistlused 2024 - Mehed	Võru, Estonia	158.2	A	Road Race	2025-01-31 14:03:25.105121	https://www.ejl.ee/		Estonian Championships
287	2024-06-23	Smiltene Rattamaraton	Smiltene	100.7	C	MTB	2025-04-24 05:26:31.610171	https://estoniancup.ee	t	Estonian Cup
54	2024-07-07	22. Rakvere Rattamaraton	Rakvere	50	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
288	2024-07-27	Rand&Tuulberg 24. Elva Rattamaraton	Elva	70	C	MTB	2025-04-24 05:26:31.610171	https://estoniancup.ee	t	Estonian Cup
222	2024-07-31	Transtar Temposari IV etapp	Vorbuse	23.2	C	TT	2025-04-17 09:20:27.134366			Transtar Temposari
55	2024-08-04	24. Rakke Rattamaraton	Rakke	48	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
207	2024-08-07	Filter Temposari V etapp	Ääsmäe	30.2	C	TTT	2025-04-17 08:01:09.683194			Filter Temposari
289	2024-08-11	Segafredo 25. Jõulumäe Rattamaraton	Jõulumäe	60	C	MTB	2025-04-24 05:26:31.610171	https://estoniancup.ee	t	Estonian Cup
208	2024-08-14	Filter Temposari VI etapp	Paldiski	13.32	C	TT	2025-04-17 08:01:09.683194			Filter Temposari
56	2024-08-17	Kose 7 Järve Rattamaraton 2024 - EESTI MV	Kose	66	B	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
223	2024-08-21	Transtar Temposari V etapp	Tõravere	16.5	C	TT	2025-04-17 09:20:27.134366			Transtar Temposari
57	2024-08-31	27. Tallinna Rattamaraton	Aegviidu	47	C	MTB	2025-01-30 09:59:37.341977	https://www.rattamaratonid.ee/		BOSCH
290	2024-09-07	Ramudden 10. Valgehobusemäe Rattamaraton	Valgehobusemäe	60.6	C	MTB	2025-04-24 05:26:31.610171	https://estoniancup.ee	t	Estonian Cup
36	2024-09-15	27. Tartu Rattamaraton	Otepää	86	B	MTB	2025-01-29 12:53:02.712682	https://tartumaraton.ee/		
131	2024-12-31	Bosch MTB Marathon Series GC 2024	Estonia		B	GC	2025-02-03 15:01:15.826176	https://www.rattamaratonid.ee/		Bosch
278	2024-12-31	Estonian Cup Marathon Series GC 2024	Estonia		B	GC	2025-04-23 06:08:27.809818	https://estoniancup.ee		Estonian Cup
224	2025-04-16	Transtar Temposari I etapp	Tõravere	21	C	TT	2025-04-17 09:51:45.581089			Transtar Temposari
